,BVP,EDA,ACC_x,ACC_y,ACC_z,TEMP,label
123,0.40448928,0.021859346,0.7081873,0.70363975,0.20484553,0.7995072,0.0
124,0.5088937,0.0047366996,0.5969923,0.22562458,0.8910288,0.7283759,0.0
125,0.45054668,0.022692267,0.7373605,0.63161486,0.20101053,0.81630147,0.0
126,0.44801825,0.018995695,0.71337247,0.678725,0.21177441,0.86672705,0.0
127,0.47275317,0.02267235,0.7767567,0.654399,0.19646293,0.8110612,0.0
128,0.4276157,0.023442382,0.75276405,0.67102647,0.23921123,0.846183,0.0
129,0.426194,0.025462918,0.70603895,0.7068934,0.21920724,0.80855983,0.0
130,0.40613744,0.035028476,0.7272221,0.6255824,0.21819897,0.84067315,0.0
131,0.46151784,0.026150154,0.7793394,0.6680685,0.24565059,0.83065593,0.0
132,0.4188499,0.031308353,0.785513,0.66735095,0.24200574,0.8517736,0.0
133,0.43791598,0.019626247,0.77779883,0.63956153,0.22061434,0.82661295,0.0
134,0.48148173,0.019953093,0.80770653,0.64976096,0.23464607,0.8355015,0.0
135,0.4329867,0.019923853,0.74720305,0.6608629,0.22858779,0.8312264,0.0
136,0.45652145,0.031212866,0.793702,0.6565622,0.22439417,0.82551634,0.0
137,0.43832418,0.021385577,0.7501372,0.6541637,0.2023337,0.8548341,0.0
138,0.40282577,0.022378834,0.7947724,0.666979,0.23896259,0.84944904,0.0
139,0.5522286,0.0040054964,0.62521267,0.19216356,0.917956,0.6414288,0.0
140,0.4536211,0.004863945,0.627871,0.21102409,0.92400867,0.6992651,0.0
141,0.50073427,0.0014253571,0.62939775,0.44317266,0.88092774,0.6832291,0.0
142,0.4992057,0.001773145,0.6131787,0.41981792,0.8801891,0.6293792,0.0
143,0.59767836,0.0036773311,0.6637336,0.34722683,0.9061384,0.73062974,0.0
144,0.532319,0.002073136,0.6180605,0.3459375,0.8567095,0.6631363,0.0
145,0.5690633,0.0020728754,0.6572539,0.3739666,0.8643666,0.6770811,0.0
146,0.44478127,0.0018591647,0.59895104,0.40842625,0.90863734,0.632248,0.0
147,0.5235977,0.0023864964,0.73970896,0.3393139,0.89359,0.61809367,0.0
148,0.4982779,0.0025553557,0.6133966,0.32323715,0.8987173,0.7198949,0.0
149,0.5716626,0.0023691787,0.6228625,0.2408792,0.8960946,0.650152,0.0
150,0.43448666,0.004360941,0.5996674,0.28209633,0.9222443,0.6659451,0.0
151,0.5725574,0.005837835,0.5990575,0.28405356,0.9317752,0.66426307,0.0
152,0.47852772,0.005317214,0.6375325,0.20914811,0.90234363,0.6541596,0.0
153,0.44812617,0.005958385,0.6129937,0.2596545,0.9395862,0.64211047,0.0
154,0.53344315,0.0024346993,0.6182691,0.2414405,0.90722895,0.5801086,0.0
155,0.5190531,0.004177044,0.5910848,0.22767764,0.90018046,0.4457403,0.0
156,0.4975701,0.0047837207,0.6552885,0.21493754,0.90425235,0.63121647,0.0
157,0.4990289,0.0041238116,0.68797046,0.20358485,0.88975525,0.6290131,0.0
158,0.5433222,0.0057221507,0.6682159,0.21654163,0.8847727,0.5926852,0.0
159,0.5626296,0.0026074962,0.6639482,0.16264087,0.9322799,0.76479554,0.0
160,0.5116086,0.0034154737,0.592451,0.22093871,0.91471434,0.65708643,0.0
161,0.5703562,0.0036209747,0.65997565,0.22056973,0.9416854,0.7382904,0.0
162,0.54993457,0.005409439,0.5982795,0.25039503,0.9266228,0.5535074,0.0
163,0.5186996,0.0036091874,0.69428235,0.25406688,0.92778337,0.6114258,0.0
164,0.6162039,0.0031606578,0.56321114,0.20754683,0.91667676,0.60298294,0.0
165,0.5461276,0.003792414,0.5982918,0.21466969,0.90898556,0.59594196,0.0
166,0.46047714,0.022381354,0.7931106,0.63980055,0.23839593,0.83773273,0.0
167,0.4588722,0.021899283,0.7612927,0.5991208,0.2253493,0.81281936,0.0
168,0.41985652,0.02895091,0.81831074,0.6302568,0.18313977,0.8232427,0.0
169,0.4688389,0.034795262,0.8035642,0.49416167,0.25792193,0.80064726,0.0
170,0.44418952,0.034253158,0.7815932,0.48027092,0.25495356,0.79124194,0.0
171,0.43526697,0.03195799,0.7862143,0.5004151,0.27736357,0.8325914,0.0
172,0.3984345,0.11838689,0.49231163,0.18889514,0.6720747,0.019265555,0.0
173,0.38577947,0.1120066,0.41160667,0.15821803,0.7004736,0.02246248,0.0
174,0.42155486,0.12698121,0.4429495,0.18261908,0.6625661,0.023242278,0.0
175,0.42587915,0.11211129,0.4203588,0.18696593,0.62159956,0.018591026,0.0
176,0.4373208,0.11321336,0.39057997,0.21194907,0.6031142,0.019133877,0.0
177,0.4313223,0.11938468,0.45848316,0.19417055,0.55060357,0.0212006,0.0
178,0.3619028,0.11706309,0.3857417,0.21297465,0.62011135,0.015920999,0.0
179,0.41825587,0.11114828,0.39774835,0.19645603,0.6877018,0.019164257,0.0
180,0.44287318,0.03927942,0.79175276,0.5477006,0.2897245,0.8081359,0.0
181,0.37300208,0.122175604,0.35279495,0.18847205,0.6888779,0.020537613,0.0
182,0.40941423,0.1340617,0.32644856,0.23468167,0.6515851,0.01961195,0.0
183,0.4577947,0.106372215,0.32884622,0.18704855,0.6304259,0.023400135,0.0
184,0.41615564,0.12765716,0.30440152,0.21446303,0.71604466,0.020724297,0.0
185,0.4268231,0.1220098,0.31770545,0.20419008,0.6464096,0.015873441,0.0
186,0.36756143,0.128662,0.35079956,0.19460566,0.70975256,0.02137959,0.0
187,0.3947153,0.123037614,0.33487055,0.21445864,0.7032888,0.016994333,0.0
188,0.3590874,0.11089908,0.30980158,0.19227435,0.73335403,0.020420434,0.0
189,0.48359594,0.114577875,0.34723583,0.18117356,0.74293786,0.018311175,0.0
190,0.44983047,0.09842134,0.36699754,0.14307484,0.7685519,0.019802015,0.0
191,0.41094258,0.103020616,0.36154538,0.18355496,0.74298775,0.02092488,0.0
192,0.36971694,0.103478625,0.27485272,0.17979299,0.76611215,0.01799811,0.0
193,0.38937476,0.11952556,0.3563323,0.20328628,0.66959614,0.020139104,0.0
194,0.48251727,0.030678624,0.7808242,0.4923463,0.2550778,0.7918356,0.0
195,0.45470664,0.032552686,0.77820367,0.49910718,0.2943585,0.79043615,0.0
196,0.46231797,0.034669183,0.8042771,0.5036736,0.28493935,0.78193706,0.0
197,0.43362394,0.020044426,0.7496151,0.6371077,0.22788745,0.82298625,0.0
198,0.4944933,0.023317697,0.7675951,0.61033344,0.2322874,0.80839336,0.0
199,0.44212905,0.024270361,0.76465166,0.62014216,0.2289033,0.86753404,0.0
200,0.41595814,0.029361235,0.73872995,0.58410335,0.2372126,0.8277713,0.0
201,0.449552,0.020277621,0.79051304,0.62956387,0.21561699,0.8075337,0.0
202,0.42170948,0.02491362,0.77855533,0.58192813,0.25523713,0.81615853,0.0
203,0.47125143,0.034500588,0.79423946,0.53945416,0.25372955,0.81484026,0.0
204,0.42731652,0.025580922,0.8049147,0.5826903,0.21929075,0.7959547,0.0
205,0.5067371,0.03136801,0.78226537,0.62341875,0.234074,0.80755323,0.0
206,0.41881394,0.026670413,0.7955374,0.54856676,0.26816392,0.80381924,0.0
207,0.5016913,0.030654373,0.7843077,0.5751226,0.27314967,0.8219264,0.0
208,0.4096496,0.029862668,0.7556064,0.61834615,0.2484891,0.80701387,0.0
209,0.45304674,0.029481528,0.75730026,0.5675226,0.24766102,0.8114297,0.0
210,0.446612,0.039613523,0.7759797,0.5733347,0.26049608,0.7937169,0.0
211,0.44008565,0.037605055,0.73886687,0.53411734,0.2432203,0.8278754,0.0
212,0.45561725,0.04028633,0.74459547,0.54379636,0.27527717,0.8077732,0.0
213,0.47165868,0.032294992,0.7668401,0.5785903,0.24411052,0.7965839,0.0
214,0.4773619,0.027862627,0.7765673,0.5552589,0.26654902,0.7758869,0.0
215,0.3994436,0.034563392,0.76873374,0.4738426,0.23166318,0.7615812,0.0
216,0.38743415,0.029329466,0.7593461,0.5085521,0.2506384,0.81224203,0.0
217,0.41965055,0.030002862,0.8112368,0.5246352,0.22716682,0.79393,0.0
218,0.4490668,0.042272612,0.79436344,0.5050406,0.24656741,0.7817601,0.0
219,0.45295417,0.027119536,0.8109009,0.46623766,0.2939548,0.83595794,0.0
220,0.43122017,0.029351493,0.78630084,0.51559854,0.26766998,0.816825,0.0
221,0.44018808,0.032165803,0.82326245,0.4644709,0.27498636,0.831109,0.0
222,0.5357366,0.024625918,0.4589985,0.5063753,0.8289207,0.08706358,0.0
223,0.49854252,0.0028500587,0.6200259,0.36913905,0.87540865,0.6573664,0.0
224,0.61084616,0.02135991,0.58732295,0.4720083,0.84996825,0.10287554,0.0
225,0.5861085,0.018665086,0.5598872,0.46112764,0.8527133,0.08948554,0.0
226,0.4583876,0.7677992,0.071140066,0.42206815,0.43907386,0.93953264,0.0
227,0.5468813,0.7670381,0.06746217,0.43101868,0.5283896,0.9198165,0.0
228,0.46078104,0.7593319,0.07622955,0.6050601,0.5169169,0.9329198,0.0
229,0.54750395,0.68384737,0.07915108,0.51210636,0.52014023,0.92247117,0.0
230,0.46085873,0.68814665,0.07878949,0.52842504,0.4343151,0.940931,0.0
231,0.6168732,0.7098504,0.100556865,0.54568356,0.45617405,0.93269444,0.0
232,0.41382045,0.68458414,0.06726509,0.5587143,0.5462615,0.9437631,0.0
233,0.5048216,0.76742166,0.09514758,0.56058496,0.5452522,0.9433806,0.0
234,0.49555814,0.7224352,0.10768222,0.5835931,0.59345675,0.9611662,0.0
235,0.5202975,0.7034566,0.09288474,0.6408434,0.5511897,0.9409543,0.0
236,0.51562303,0.69217634,0.073100515,0.60185283,0.55567324,0.93239874,0.0
237,0.5486847,0.810338,0.107397474,0.42675775,0.46986717,0.94982064,0.0
238,0.5290767,0.6993418,0.094989106,0.6097533,0.58001596,0.9420182,0.0
239,0.5100141,0.74243754,0.08681319,0.6123604,0.5821026,0.9351498,0.0
240,0.5144081,0.69963014,0.063595526,0.5839606,0.53068703,0.9209743,0.0
241,0.43773043,0.67700106,0.07324086,0.5992301,0.54843813,0.9481019,0.0
242,0.5100075,0.75572807,0.050928637,0.56049824,0.50068927,0.94031096,0.0
243,0.49920198,0.73620415,0.11547072,0.6165198,0.54095465,0.93547654,0.0
244,0.4532234,0.73894715,0.0876795,0.5918118,0.54534143,0.9300802,0.0
245,0.5707586,0.67841774,0.07211425,0.64019454,0.57112557,0.9302399,0.0
246,0.49196112,0.7353701,0.10341751,0.62310404,0.63678,0.93664324,0.0
247,0.49674264,0.70090234,0.121019445,0.5711022,0.55053234,0.8969063,0.0
248,0.6247224,0.029534275,0.7396823,0.547136,0.8040041,0.7489292,0.0
249,0.612949,0.028516522,0.76215553,0.5481416,0.8044452,0.740206,0.0
250,0.43555313,0.72141176,0.070472635,0.661718,0.55478996,0.93268687,0.0
251,0.59895825,0.023061987,0.76359546,0.53176767,0.8126081,0.6895649,0.0
252,0.45966426,0.7910366,0.097944655,0.4679291,0.48188555,0.9309747,0.0
253,0.44792238,0.7441358,0.07613072,0.45330977,0.50536245,0.92930824,0.0
254,0.5568249,0.75196195,0.11414423,0.27922633,0.64490664,0.95267594,0.0
255,0.4615796,0.753929,0.15460686,0.3601226,0.6464915,0.9194515,0.0
256,0.5260965,0.73437697,0.1532236,0.36362588,0.54464555,0.9231436,0.0
257,0.5523003,0.78183645,0.125126,0.30421293,0.6264739,0.93396497,0.0
258,0.4773659,0.7817152,0.08213216,0.34480488,0.6169355,0.9423402,0.0
259,0.5418139,0.7559884,0.092982136,0.37333104,0.56280714,0.92662823,0.0
260,0.5533796,0.7873506,0.106930554,0.31469566,0.5485615,0.94916475,0.0
261,0.42494482,0.73407346,0.104814395,0.37056443,0.567655,0.93363273,0.0
262,0.4806519,0.7736165,0.075385265,0.34008875,0.49779657,0.9393234,0.0
263,0.4571463,0.7491828,0.059825547,0.32089034,0.51470524,0.92977875,0.0
264,0.5087983,0.8099656,0.08617976,0.3256833,0.5930607,0.95384544,0.0
265,0.5118118,0.76908606,0.07985044,0.5040463,0.5416082,0.9308994,0.0
266,0.49472904,0.80344015,0.07806119,0.3798589,0.5643093,0.93593967,0.0
267,0.46180224,0.7466913,0.07465361,0.3811123,0.61576456,0.9073562,0.0
268,0.5064239,0.7843057,0.08634078,0.3523043,0.5384628,0.9312875,0.0
269,0.50521374,0.7947574,0.07975711,0.36027265,0.562963,0.9488872,0.0
270,0.46079192,0.8131314,0.0933892,0.42517623,0.5096335,0.95369124,0.0
271,0.5578609,0.7968867,0.08200913,0.38417137,0.6114636,0.9462665,0.0
272,0.47897664,0.8100814,0.12177112,0.4085777,0.5134957,0.93095887,0.0
273,0.4875508,0.79536396,0.100317225,0.49875945,0.52258575,0.9531046,0.0
274,0.50932455,0.80652326,0.09330504,0.44417644,0.6007466,0.90939915,0.0
275,0.49506703,0.8017153,0.08292683,0.47882447,0.51871186,0.9403023,0.0
276,0.4980999,0.8235374,0.08901854,0.42542037,0.5268448,0.93960035,0.0
277,0.49333134,0.7956263,0.0973278,0.42881915,0.5236459,0.9451659,0.0
278,0.54633397,0.80288,0.107571475,0.295954,0.60808575,0.9391805,0.0
279,0.4961617,0.7613506,0.14820284,0.32739407,0.625961,0.9324374,0.0
280,0.6474414,0.029544,0.7766879,0.53392315,0.81029296,0.75433,0.0
281,0.6233011,0.026296569,0.7411515,0.5518259,0.8154374,0.7388161,0.0
282,0.6173871,0.024342593,0.69398046,0.5767081,0.7223629,0.7359425,0.0
283,0.64377314,0.0234371,0.674575,0.56149274,0.7331856,0.7459971,0.0
284,0.6265401,0.019825758,0.64963824,0.57941854,0.72073716,0.7444047,0.0
285,0.6560303,0.022286767,0.65529037,0.56195444,0.69488174,0.7202724,0.0
286,0.61344934,0.022913111,0.62110037,0.5939198,0.70760274,0.75988805,0.0
287,0.66447157,0.020666324,0.6336927,0.5982646,0.66592175,0.7271076,0.0
288,0.6307293,0.024646383,0.70808107,0.60364664,0.66054535,0.7579721,0.0
289,0.65659434,0.02017928,0.65919036,0.6191528,0.61136514,0.73373014,0.0
290,0.60471874,0.021874482,0.7006151,0.6417396,0.69025815,0.75444955,0.0
291,0.6430627,0.018981518,0.66524756,0.57434016,0.6573257,0.74463665,0.0
292,0.64800715,0.016319662,0.63369393,0.5924009,0.71413493,0.75523263,0.0
293,0.6386319,0.018019602,0.70872605,0.55714375,0.70001554,0.72522974,0.0
294,0.59345293,0.019159324,0.6512255,0.6135629,0.7243768,0.7616489,0.0
295,0.6285237,0.020983677,0.6211191,0.59646493,0.6429263,0.76702493,0.0
296,0.6633232,0.022398444,0.64335597,0.6383751,0.6779017,0.74821454,0.0
297,0.6024033,0.017909694,0.6619918,0.61381423,0.63574,0.7281455,0.0
298,0.6246101,0.020895183,0.6473815,0.6260358,0.6284301,0.75407743,0.0
299,0.6271884,0.02202037,0.62522125,0.62511295,0.658222,0.7678218,0.0
300,0.64344156,0.023122942,0.63150364,0.62183553,0.6944631,0.73958015,0.0
301,0.66228104,0.020296922,0.6148999,0.5538522,0.6409657,0.7428719,0.0
302,0.5899811,0.020323375,0.65928096,0.5681028,0.63776654,0.763242,0.0
303,0.6434219,0.018257508,0.6661887,0.6004455,0.6799957,0.7388079,0.0
304,0.65132654,0.020271182,0.67327076,0.61297137,0.6749448,0.73437923,0.0
305,0.6451462,0.019438071,0.6745871,0.59535426,0.62576866,0.7448136,0.0
306,0.6469314,0.02265341,0.65127516,0.59418905,0.6839132,0.7683566,0.0
307,0.64233446,0.028671877,0.7895697,0.56739736,0.826012,0.75778204,0.0
308,0.6295186,0.02262803,0.7081074,0.54655385,0.74053353,0.75223804,0.0
309,0.628302,0.021860372,0.698028,0.58656657,0.7476303,0.70376563,0.0
310,0.64090854,0.026433716,0.77767956,0.5517399,0.81651443,0.73917645,0.0
311,0.6351,0.025522687,0.73539567,0.52792674,0.83351976,0.7379741,0.0
312,0.66757953,0.028274802,0.7614862,0.57790333,0.8185209,0.7284595,0.0
313,0.64181703,0.025879432,0.80045366,0.5249838,0.8091051,0.748136,0.0
314,0.6329252,0.026347449,0.8113781,0.5487423,0.7984174,0.73780054,0.0
315,0.60475147,0.020635676,0.80863255,0.5428621,0.79473895,0.7352915,0.0
316,0.65863633,0.027335871,0.8072364,0.5866511,0.779194,0.7560221,0.0
317,0.6217065,0.025971394,0.76570624,0.5452828,0.80471,0.7368019,0.0
318,0.6114908,0.024299726,0.78524065,0.548568,0.7981689,0.73321325,0.0
319,0.63869923,0.022853037,0.77350277,0.513757,0.7800635,0.7271801,0.0
320,0.64122933,0.022458194,0.78896224,0.5101936,0.7602508,0.7485619,0.0
321,0.6549824,0.022357859,0.70477873,0.573676,0.6969365,0.76596797,0.0
322,0.62653893,0.02593452,0.78375983,0.5571543,0.7503929,0.7519961,0.0
323,0.66245395,0.024949221,0.7512974,0.5577262,0.75321835,0.7463563,0.0
324,0.644975,0.020395821,0.75762355,0.5735377,0.8023066,0.75904983,0.0
325,0.6422115,0.023239018,0.7402913,0.52987576,0.7657163,0.74689144,0.0
326,0.6352678,0.024356574,0.77052915,0.5512336,0.754816,0.7214224,0.0
327,0.61943007,0.021190152,0.7046328,0.552107,0.77715707,0.72177625,0.0
328,0.6653752,0.026264653,0.7130471,0.54419476,0.79639447,0.76572824,0.0
329,0.65512794,0.023461893,0.7158632,0.5466126,0.7785248,0.7688563,0.0
330,0.6262804,0.026306152,0.74022746,0.5431475,0.7517534,0.73595,0.0
331,0.6022653,0.022145554,0.66881925,0.547255,0.75943345,0.75178087,0.0
